indicator,threshold,horizon_days,hit_rate,avg_return,baseline_hit_rate,baseline_avg_return,edge,n_signals,p_value
Volume_ratio,2.5,10,0.5435559736594544,0.004867054424223192,0.5742347801298073,0.007572116335012247,-0.030678806470352926,5315,0.007934291460874134
MACD_hist_pos,0.0,1,0.5234529564574122,0.0007388642164451403,0.5314892642225922,0.0007738215307183186,-0.00803630776518005,232508,0.5446924183751636
MACD_hist_pos,0.0,3,0.5436532694235643,0.002238152278711727,0.5479726362124707,0.0023201782241963308,-0.004319366788906431,232411,0.4023837995469778
MACD_hist_pos,0.0,5,0.5555086934067825,0.003730629821658456,0.5568546214256058,0.003839534449557719,-0.0013459280188232725,232360,0.38493516812890505
MACD_hist_pos,0.0,10,0.5762065936337329,0.0075639305795599035,0.571482394241339,0.0075168147713191155,0.004724199392393991,232224,0.7861288022374754
Stoch_K,20.0,1,0.5350041109656202,0.0012485834402358232,0.526158627624242,0.0006740082418706014,0.008845483341378135,65678,2.6498245664078538e-08
Stoch_K,20.0,3,0.5596768046344995,0.003930616408327526,0.5434709139373735,0.002003308931180624,0.01620589069712608,65595,8.74800449277035e-30
Stoch_K,20.0,5,0.5713194168525932,0.006132474143001014,0.5536529680365296,0.003393717598823426,0.017666448816063607,65438,6.105803044464403e-37
Stoch_K,20.0,10,0.5870192381863343,0.010943642209574377,0.5717113683262386,0.00697947349694051,0.01530786986009569,64819,7.724425097662565e-43
Stoch_K,25.0,1,0.534892293514572,0.0011767170648602963,0.5256831304870457,0.0006581690510944612,0.00920916302752628,86810,6.010620482923821e-09
Stoch_K,25.0,3,0.5587420977342993,0.0036892540230085242,0.5427708417237213,0.001950354896071057,0.015971256010578028,86684,2.3642670507227927e-32
Stoch_K,25.0,5,0.5695602400582801,0.0057051757387831395,0.5530631267073705,0.003338185012732514,0.016497113350909642,86479,1.2857985423118599e-36
Stoch_K,25.0,10,0.5873043620133086,0.010662625067148358,0.570781914021445,0.006820628206988681,0.016522447991863642,85809,2.647645511598975e-52
Stoch_K,30.0,1,0.5345588578360472,0.0011303691481380361,0.5252525252525253,0.0006423089317082342,0.00930633258352187,107165,8.646169520096021e-10
Stoch_K,30.0,3,0.5569811884981637,0.0034633991001241414,0.5423840965566206,0.0019186200993026668,0.014597091941543128,107009,9.180676752522243e-32
Stoch_K,30.0,5,0.5674706130286142,0.005344603094128771,0.5527461881777401,0.0033111386587518278,0.014724424850874107,106765,9.954065122429349e-34
Stoch_K,30.0,10,0.5847868308411743,0.010157504836298297,0.5705895396371451,0.006751686785728771,0.014197291204029239,106066,1.2476245825285267e-50
OBV_slope_pos,0.0,1,0.521700612980244,0.0005721577589244619,0.5343552229467959,0.0009790103127415317,-0.012654609966551988,251721,5.070170295046087e-12
OBV_slope_pos,0.0,3,0.539991726398358,0.001776246666730658,0.5527987984518514,0.002886685788721599,-0.012807072053493407,251402,1.0300783435139496e-28
OBV_slope_pos,0.0,5,0.551794835047155,0.003059557142783341,0.5614711252643699,0.0046615250179080185,-0.009676290217214945,251193,4.802666640401382e-36
OBV_slope_pos,0.0,10,0.5692780925514197,0.006532126924714554,0.579460306103704,0.008764397504723877,-0.010182213552284325,250974,1.1339605466074335e-36
