indicator,horizon_days,n_signals,edge_all,edge_calm,edge_slow_bear,edge_fast_crash,p_value
EMA200_disc >=10.0,5,33193,0.028577886102486905,0.00017782065782467882,0.033016204942534544,-0.011913851196965086,6.141643819492246e-91
EMA200_disc >=10.0,10,33072,0.054023836358166766,0.000982516814287071,0.05414006444095798,0.1084596135741821,7.266919381265362e-219
BB_pctB <=0.2,1,75951,0.015124879466749452,0.008866717546461844,0.012573712873247489,0.009591333255334566,3.031082956122649e-06
BB_pctB <=0.2,3,75892,0.016607257041226453,0.006744682281671022,0.01537449209505537,0.0005783091335272994,2.077511418151022e-14
BB_pctB <=0.2,5,75773,0.02029965794238575,0.008532245497781421,0.03135516182066023,-0.03719917502800563,2.955228442169908e-26
BB_pctB <=0.2,10,75176,0.02051397293688495,0.015030111695523929,0.035347000375164916,-0.09361796476914752,2.075324027345625e-28
Stoch_K <=20.0,1,65676,0.008833986313927289,0.004477323451058668,0.003034005760001346,0.013278356464915597,2.651152368591766e-08
Stoch_K <=20.0,3,65593,0.016205390196670444,0.0011912970022454061,0.020078886546675,0.027413403989525187,8.682014078156427e-30
Stoch_K <=20.0,5,65436,0.017668901454871988,0.002793551725779664,0.028860295636017552,-0.008304926964047055,5.994489970654136e-37
Stoch_K <=20.0,10,64817,0.01530837543190966,0.010919445310088483,0.023489637385107676,-0.07350419417797593,7.400563591967772e-43
